排名,名称,链接,星级,评分,评价人数
排名,名称,链接,星级,评分,评价人数
1,肖申克的救赎,https://movie.douban.com/subject/1292052/,5,9.7,2958344
2,霸王别姬,https://movie.douban.com/subject/1291546/,5,9.6,2185649
3,阿甘正传,https://movie.douban.com/subject/1292720/,5,9.5,2204641
4,泰坦尼克号,https://movie.douban.com/subject/1292722/,5,9.5,2239337
5,这个杀手不太冷,https://movie.douban.com/subject/1295644/,4.5,9.4,2336357
6,千与千寻,https://movie.douban.com/subject/1291561/,4.5,9.4,2288103
7,美丽人生,https://movie.douban.com/subject/1292063/,5,9.5,1351542
8,星际穿越,https://movie.douban.com/subject/1889243/,4.5,9.4,1895870
9,盗梦空间,https://movie.douban.com/subject/3541415/,4.5,9.4,2108114
10,辛德勒的名单,https://movie.douban.com/subject/1295124/,5,9.5,1141650
11,楚门的世界,https://movie.douban.com/subject/1292064/,4.5,9.4,1757150
12,忠犬八公的故事,https://movie.douban.com/subject/3011091/,4.5,9.4,1421504
13,海上钢琴师,https://movie.douban.com/subject/1292001/,4.5,9.3,1708510
14,三傻大闹宝莱坞,https://movie.douban.com/subject/3793023/,4.5,9.2,1892963
15,放牛班的春天,https://movie.douban.com/subject/1291549/,4.5,9.3,1338683
16,机器人总动员,https://movie.douban.com/subject/2131459/,4.5,9.3,1342484
17,疯狂动物城,https://movie.douban.com/subject/25662329/,4.5,9.2,1987985
18,无间道,https://movie.douban.com/subject/1307914/,4.5,9.3,1395947
19,控方证人,https://movie.douban.com/subject/1296141/,5,9.6,583910
20,大话西游之大圣娶亲,https://movie.douban.com/subject/1292213/,4.5,9.2,1562080
21,熔炉,https://movie.douban.com/subject/5912992/,4.5,9.4,949013
22,教父,https://movie.douban.com/subject/1291841/,4.5,9.3,989362
23,触不可及,https://movie.douban.com/subject/6786002/,4.5,9.3,1144938
24,当幸福来敲门,https://movie.douban.com/subject/1849031/,4.5,9.2,1548187
25,寻梦环游记,https://movie.douban.com/subject/20495023/,4.5,9.1,1726659
26,末代皇帝,https://movie.douban.com/subject/1293172/,4.5,9.3,908718
27,龙猫,https://movie.douban.com/subject/1291560/,4.5,9.2,1290368
28,怦然心动,https://movie.douban.com/subject/3319755/,4.5,9.1,1868919
29,活着,https://movie.douban.com/subject/1292365/,4.5,9.3,866706
30,哈利·波特与魔法石,https://movie.douban.com/subject/1295038/,4.5,9.2,1224306
31,蝙蝠侠：黑暗骑士,https://movie.douban.com/subject/1851857/,4.5,9.2,1084368
32,指环王3：王者无敌,https://movie.douban.com/subject/1291552/,4.5,9.3,820738
33,我不是药神,https://movie.douban.com/subject/26752088/,4.5,9.0,2145756
34,乱世佳人,https://movie.douban.com/subject/1300267/,4.5,9.3,706308
35,飞屋环游记,https://movie.douban.com/subject/2129039/,4.5,9.1,1354402
36,素媛,https://movie.douban.com/subject/21937452/,4.5,9.3,701791
37,十二怒汉,https://movie.douban.com/subject/1293182/,4.5,9.4,504460
38,哈尔的移动城堡,https://movie.douban.com/subject/1308807/,4.5,9.1,1050304
39,何以为家,https://movie.douban.com/subject/30170448/,4.5,9.1,1065603
40,让子弹飞,https://movie.douban.com/subject/3742360/,4.5,9.0,1734632
41,摔跤吧！爸爸,https://movie.douban.com/subject/26387939/,4.5,9.0,1597577
42,猫鼠游戏,https://movie.douban.com/subject/1305487/,4.5,9.1,1055494
43,天空之城,https://movie.douban.com/subject/1291583/,4.5,9.2,897072
44,鬼子来了,https://movie.douban.com/subject/1291858/,4.5,9.3,640437
45,少年派的奇幻漂流,https://movie.douban.com/subject/1929463/,4.5,9.1,1372710
46,海蒂和爷爷,https://movie.douban.com/subject/25958717/,4.5,9.3,640656
47,钢琴家,https://movie.douban.com/subject/1296736/,4.5,9.3,658512
48,大话西游之月光宝盒,https://movie.douban.com/subject/1299398/,4.5,9.0,1243697
49,指环王2：双塔奇兵,https://movie.douban.com/subject/1291572/,4.5,9.2,770162
50,闻香识女人,https://movie.douban.com/subject/1298624/,4.5,9.1,908692
51,死亡诗社,https://movie.douban.com/subject/1291548/,4.5,9.2,748243
52,绿皮书,https://movie.douban.com/subject/27060077/,4.5,8.9,1687219
53,罗马假日,https://movie.douban.com/subject/1293839/,4.5,9.1,966610
54,大闹天宫,https://movie.douban.com/subject/1418019/,4.5,9.4,449456
55,天堂电影院,https://movie.douban.com/subject/1291828/,4.5,9.2,689547
56,指环王1：护戒使者,https://movie.douban.com/subject/1291571/,4.5,9.1,865277
57,黑客帝国,https://movie.douban.com/subject/1291843/,4.5,9.1,854436
58,教父2,https://movie.douban.com/subject/1299131/,4.5,9.3,565972
59,狮子王,https://movie.douban.com/subject/1301753/,4.5,9.1,862344
60,辩护人,https://movie.douban.com/subject/21937445/,4.5,9.2,599239
61,饮食男女,https://movie.douban.com/subject/1291818/,4.5,9.2,635626
62,搏击俱乐部,https://movie.douban.com/subject/1292000/,4.5,9.0,864283
63,本杰明·巴顿奇事,https://movie.douban.com/subject/1485260/,4.5,9.0,1003968
64,美丽心灵,https://movie.douban.com/subject/1306029/,4.5,9.1,783895
65,穿条纹睡衣的男孩,https://movie.douban.com/subject/3008247/,4.5,9.2,579291
66,窃听风暴,https://movie.douban.com/subject/1900841/,4.5,9.2,575789
67,情书,https://movie.douban.com/subject/1292220/,4.5,8.9,1141355
68,两杆大烟枪,https://movie.douban.com/subject/1293350/,4.5,9.1,606249
69,西西里的美丽传说,https://movie.douban.com/subject/1292402/,4.5,8.9,994808
70,看不见的客人,https://movie.douban.com/subject/26580232/,4.5,8.8,1298998
71,音乐之声,https://movie.douban.com/subject/1294408/,4.5,9.1,615501
72,阿凡达,https://movie.douban.com/subject/1652587/,4.5,8.8,1447489
73,哈利·波特与死亡圣器(下),https://movie.douban.com/subject/3011235/,4.5,9.0,852263
74,拯救大兵瑞恩,https://movie.douban.com/subject/1292849/,4.5,9.1,659924
75,飞越疯人院,https://movie.douban.com/subject/1292224/,4.5,9.1,556510
76,小鞋子,https://movie.douban.com/subject/1303021/,4.5,9.2,419608
77,沉默的羔羊,https://movie.douban.com/subject/1293544/,4.5,8.9,910073
78,布达佩斯大饭店,https://movie.douban.com/subject/11525673/,4.5,8.9,962375
79,功夫,https://movie.douban.com/subject/1291543/,4.5,8.8,1165020
80,禁闭岛,https://movie.douban.com/subject/2334904/,4.5,8.9,1000216
81,蝴蝶效应,https://movie.douban.com/subject/1292343/,4.5,8.9,958407
82,致命魔术,https://movie.douban.com/subject/1780330/,4.5,8.9,878733
83,哈利·波特与阿兹卡班的囚徒,https://movie.douban.com/subject/1291544/,4.5,8.9,753274
84,心灵捕手,https://movie.douban.com/subject/1292656/,4.5,8.9,731034
85,超脱,https://movie.douban.com/subject/5322596/,4.5,9.0,621300
86,低俗小说,https://movie.douban.com/subject/1291832/,4.5,8.9,853062
87,海豚湾,https://movie.douban.com/subject/3442220/,4.5,9.3,361770
88,摩登时代,https://movie.douban.com/subject/1294371/,4.5,9.3,308800
89,春光乍泄,https://movie.douban.com/subject/1292679/,4.5,9.0,644891
90,美国往事,https://movie.douban.com/subject/1292262/,4.5,9.2,420744
91,喜剧之王,https://movie.douban.com/subject/1302425/,4.5,8.8,989557
92,致命ID,https://movie.douban.com/subject/1297192/,4.5,8.9,845084
93,杀人回忆,https://movie.douban.com/subject/1300299/,4.5,8.9,734165
94,七宗罪,https://movie.douban.com/subject/1292223/,4.5,8.8,960106
95,红辣椒,https://movie.douban.com/subject/1865703/,4.5,9.1,480324
96,加勒比海盗,https://movie.douban.com/subject/1298070/,4.5,8.8,877342
97,哈利·波特与密室,https://movie.douban.com/subject/1296996/,4.5,8.9,780326
98,一一,https://movie.douban.com/subject/1292434/,4.5,9.1,407549
99,狩猎,https://movie.douban.com/subject/6985810/,4.5,9.1,402505
100,唐伯虎点秋香,https://movie.douban.com/subject/1306249/,4.5,8.7,1103093
101,7号房的礼物,https://movie.douban.com/subject/10777687/,4.5,8.9,568591
102,被嫌弃的松子的一生,https://movie.douban.com/subject/1787291/,4.5,8.9,715202
103,蝙蝠侠：黑暗骑士崛起,https://movie.douban.com/subject/3395373/,4.5,8.9,738263
104,请以你的名字呼唤我,https://movie.douban.com/subject/26799731/,4.5,8.8,738055
105,爱在黎明破晓前,https://movie.douban.com/subject/1296339/,4.5,8.8,701102
106,剪刀手爱德华,https://movie.douban.com/subject/1292370/,4.5,8.7,1050418
107,断背山,https://movie.douban.com/subject/1418834/,4.5,8.8,718249
108,入殓师,https://movie.douban.com/subject/2149806/,4.5,8.9,680781
109,第六感,https://movie.douban.com/subject/1297630/,4.5,8.9,568361
110,重庆森林,https://movie.douban.com/subject/1291999/,4.5,8.8,828582
111,勇敢的心,https://movie.douban.com/subject/1294639/,4.5,8.9,566041
112,超能陆战队,https://movie.douban.com/subject/11026735/,4.5,8.7,1036619
113,甜蜜蜜,https://movie.douban.com/subject/1305164/,4.5,8.9,572155
114,幽灵公主,https://movie.douban.com/subject/1297359/,4.5,8.9,534692
115,爱在日落黄昏时,https://movie.douban.com/subject/1291990/,4.5,8.9,576147
116,菊次郎的夏天,https://movie.douban.com/subject/1293359/,4.5,8.9,608131
117,借东西的小人阿莉埃蒂,https://movie.douban.com/subject/4202302/,4.5,8.9,565811
118,寄生虫,https://movie.douban.com/subject/27010768/,4.5,8.8,1397794
119,消失的爱人,https://movie.douban.com/subject/21318488/,4.5,8.7,976047
120,阳光灿烂的日子,https://movie.douban.com/subject/1291875/,4.5,8.8,626126
121,天使爱美丽,https://movie.douban.com/subject/1292215/,4.5,8.7,965021
122,完美的世界,https://movie.douban.com/subject/1300992/,4.5,9.1,322309
123,小森林 夏秋篇,https://movie.douban.com/subject/25814705/,4.5,9.0,433369
124,倩女幽魂,https://movie.douban.com/subject/1297447/,4.5,8.8,751837
125,无人知晓,https://movie.douban.com/subject/1292337/,4.5,9.1,326420
126,时空恋旅人,https://movie.douban.com/subject/10577869/,4.5,8.8,692527
127,侧耳倾听,https://movie.douban.com/subject/1297052/,4.5,8.9,472629
128,未麻的部屋,https://movie.douban.com/subject/1395091/,4.5,9.1,348067
129,哈利·波特与火焰杯,https://movie.douban.com/subject/1309055/,4.5,8.8,681054
130,驯龙高手,https://movie.douban.com/subject/2353023/,4.5,8.8,771411
131,幸福终点站,https://movie.douban.com/subject/1292274/,4.5,8.8,583449
132,小森林 冬春篇,https://movie.douban.com/subject/25814707/,4.5,9.0,385959
133,一个叫欧维的男人决定去死,https://movie.douban.com/subject/26628357/,4.5,8.9,496968
134,教父3,https://movie.douban.com/subject/1294240/,4.5,9.0,383449
135,怪兽电力公司,https://movie.douban.com/subject/1291579/,4.5,8.8,689454
136,玩具总动员3,https://movie.douban.com/subject/1858711/,4.5,8.9,530398
137,傲慢与偏见,https://movie.douban.com/subject/1418200/,4.5,8.7,820073
138,新世界,https://movie.douban.com/subject/10437779/,4.5,8.9,451532
139,萤火之森,https://movie.douban.com/subject/5989818/,4.5,8.9,551578
140,釜山行,https://movie.douban.com/subject/25986180/,4.5,8.6,1223377
141,被解救的姜戈,https://movie.douban.com/subject/6307447/,4.5,8.8,621971
142,神偷奶爸,https://movie.douban.com/subject/3287562/,4.5,8.7,963702
143,茶馆,https://movie.douban.com/subject/1461403/,5,9.6,156002
144,告白,https://movie.douban.com/subject/4268598/,4.5,8.8,682634
145,玛丽和马克思,https://movie.douban.com/subject/3072124/,4.5,9.0,426776
146,哪吒闹海,https://movie.douban.com/subject/1307315/,4.5,9.2,265879
147,大鱼,https://movie.douban.com/subject/1291545/,4.5,8.8,578229
148,色，戒,https://movie.douban.com/subject/1828115/,4.5,8.7,834237
149,九品芝麻官,https://movie.douban.com/subject/1297518/,4.5,8.7,698540
150,喜宴,https://movie.douban.com/subject/1303037/,4.5,9.0,373037
151,模仿游戏,https://movie.douban.com/subject/10463953/,4.5,8.8,660385
152,头号玩家,https://movie.douban.com/subject/4920389/,4.5,8.6,1392016
153,射雕英雄传之东成西就,https://movie.douban.com/subject/1316510/,4.5,8.7,650183
154,花样年华,https://movie.douban.com/subject/1291557/,4.5,8.8,623684
155,我是山姆,https://movie.douban.com/subject/1306861/,4.5,9.0,344890
156,头脑特工队,https://movie.douban.com/subject/10533913/,4.5,8.8,631020
157,阳光姐妹淘,https://movie.douban.com/subject/4917726/,4.5,8.8,597779
158,七武士,https://movie.douban.com/subject/1295399/,4.5,9.3,202993
159,血战钢锯岭,https://movie.douban.com/subject/26325320/,4.5,8.7,795214
160,恐怖直播,https://movie.douban.com/subject/21360417/,4.5,8.7,664721
161,惊魂记,https://movie.douban.com/subject/1293181/,4.5,9.0,304675
162,黑客帝国3：矩阵革命,https://movie.douban.com/subject/1302467/,4.5,8.8,455091
163,你的名字。,https://movie.douban.com/subject/26683290/,4.5,8.5,1435592
164,电锯惊魂,https://movie.douban.com/subject/1417598/,4.5,8.7,547444
165,三块广告牌,https://movie.douban.com/subject/26611804/,4.5,8.7,836175
166,达拉斯买家俱乐部,https://movie.douban.com/subject/1793929/,4.5,8.8,461182
167,心迷宫,https://movie.douban.com/subject/25917973/,4.5,8.7,536135
168,疯狂原始人,https://movie.douban.com/subject/1907966/,4.5,8.7,852979
169,谍影重重3,https://movie.douban.com/subject/1578507/,4.5,8.8,426908
170,英雄本色,https://movie.douban.com/subject/1297574/,4.5,8.6,552377
171,上帝之城,https://movie.douban.com/subject/1292208/,4.5,9.0,306081
172,风之谷,https://movie.douban.com/subject/1291585/,4.5,8.9,360420
173,纵横四海,https://movie.douban.com/subject/1295409/,4.5,8.8,434490
174,卢旺达饭店,https://movie.douban.com/subject/1291822/,4.5,8.9,336433
175,爱在午夜降临前,https://movie.douban.com/subject/10808442/,4.5,8.9,413662
176,海街日记,https://movie.douban.com/subject/25895901/,4.5,8.8,458996
177,绿里奇迹,https://movie.douban.com/subject/1300374/,4.5,8.9,339990
178,小丑,https://movie.douban.com/subject/27119724/,4.5,8.7,1026853
179,记忆碎片,https://movie.douban.com/subject/1304447/,4.5,8.7,615380
180,背靠背，脸对脸,https://movie.douban.com/subject/1307856/,5,9.5,140382
181,疯狂的石头,https://movie.douban.com/subject/1862151/,4.5,8.6,839549
182,心灵奇旅,https://movie.douban.com/subject/24733428/,4.5,8.7,1007417
183,雨中曲,https://movie.douban.com/subject/1293460/,4.5,9.1,232338
184,2001太空漫游,https://movie.douban.com/subject/1292226/,4.5,8.9,340176
185,岁月神偷,https://movie.douban.com/subject/3792799/,4.5,8.7,580942
186,忠犬八公物语,https://movie.douban.com/subject/1959195/,4.5,9.2,199714
187,无间道2,https://movie.douban.com/subject/1307106/,4.5,8.7,491636
188,荒蛮故事,https://movie.douban.com/subject/24750126/,4.5,8.8,452027
189,小偷家族,https://movie.douban.com/subject/27622447/,4.5,8.7,824774
190,无敌破坏王,https://movie.douban.com/subject/6534248/,4.5,8.7,552072
191,爆裂鼓手,https://movie.douban.com/subject/25773932/,4.5,8.7,601020
192,冰川时代,https://movie.douban.com/subject/1291578/,4.5,8.6,627733
193,恐怖游轮,https://movie.douban.com/subject/3011051/,4.5,8.5,884631
194,贫民窟的百万富翁,https://movie.douban.com/subject/2209573/,4.5,8.6,756375
195,牯岭街少年杀人事件,https://movie.douban.com/subject/1292329/,4.5,8.9,309839
196,东邪西毒,https://movie.douban.com/subject/1292328/,4.5,8.6,586070
197,魔女宅急便,https://movie.douban.com/subject/1307811/,4.5,8.7,469473
198,东京教父,https://movie.douban.com/subject/1310177/,4.5,9.0,239033
199,遗愿清单,https://movie.douban.com/subject/1867345/,4.5,8.7,474112
200,大佛普拉斯,https://movie.douban.com/subject/27059130/,4.5,8.7,472885
201,你看起来好像很好吃,https://movie.douban.com/subject/4848115/,4.5,8.9,339925
202,可可西里,https://movie.douban.com/subject/1308857/,4.5,8.9,309781
203,真爱至上,https://movie.douban.com/subject/1292401/,4.5,8.6,742990
204,黑天鹅,https://movie.douban.com/subject/1978709/,4.5,8.6,791172
205,城市之光,https://movie.douban.com/subject/1293908/,4.5,9.3,150935
206,源代码,https://movie.douban.com/subject/3075287/,4.5,8.5,849222
207,海边的曼彻斯特,https://movie.douban.com/subject/25980443/,4.5,8.6,559203
208,雨人,https://movie.douban.com/subject/1291870/,4.5,8.7,410652
209,波西米亚狂想曲,https://movie.douban.com/subject/5300054/,4.5,8.6,618456
210,初恋这件小事,https://movie.douban.com/subject/4739952/,4.5,8.5,991676
211,恋恋笔记本,https://movie.douban.com/subject/1309163/,4.5,8.5,683967
212,青蛇,https://movie.douban.com/subject/1303394/,4.5,8.6,537531
213,人工智能,https://movie.douban.com/subject/1302827/,4.5,8.7,455507
214,末路狂花,https://movie.douban.com/subject/1291992/,4.5,8.9,268400
215,虎口脱险,https://movie.douban.com/subject/1296909/,4.5,8.9,263228
216,终结者2：审判日,https://movie.douban.com/subject/1291844/,4.5,8.8,348060
217,疯狂的麦克斯4：狂暴之路,https://movie.douban.com/subject/3592854/,4.5,8.7,541379
218,罗生门,https://movie.douban.com/subject/1291879/,4.5,8.8,321646
219,新龙门客栈,https://movie.douban.com/subject/1292287/,4.5,8.7,454141
220,无耻混蛋,https://movie.douban.com/subject/1438652/,4.5,8.7,489887
221,千钧一发,https://movie.douban.com/subject/1300117/,4.5,8.8,307307
222,崖上的波妞,https://movie.douban.com/subject/1959877/,4.5,8.6,510009
223,芙蓉镇,https://movie.douban.com/subject/1297880/,4.5,9.3,147225
224,萤火虫之墓,https://movie.douban.com/subject/1293318/,4.5,8.7,410050
225,花束般的恋爱,https://movie.douban.com/subject/34874432/,4.5,8.6,652655
226,彗星来的那一夜,https://movie.douban.com/subject/25807345/,4.5,8.6,596512
227,爱乐之城,https://movie.douban.com/subject/25934014/,4,8.4,921519
228,奇迹男孩,https://movie.douban.com/subject/26787574/,4.5,8.6,559731
229,黑客帝国2：重装上阵,https://movie.douban.com/subject/1304141/,4.5,8.7,413934
230,二十二,https://movie.douban.com/subject/26430107/,4.5,8.7,295830
231,哈利·波特与死亡圣器(上),https://movie.douban.com/subject/2051007/,4.5,8.5,593078
232,血钻,https://movie.douban.com/subject/1428175/,4.5,8.7,387443
233,战争之王,https://movie.douban.com/subject/1419936/,4.5,8.7,376355
234,火星救援,https://movie.douban.com/subject/25864085/,4.5,8.5,745824
235,步履不停,https://movie.douban.com/subject/2222996/,4.5,8.8,285423
236,房间,https://movie.douban.com/subject/25724855/,4.5,8.8,373104
237,魂断蓝桥,https://movie.douban.com/subject/1293964/,4.5,8.8,283992
238,千年女优,https://movie.douban.com/subject/1307394/,4.5,8.8,276023
239,谍影重重2,https://movie.douban.com/subject/1308767/,4.5,8.7,360343
240,白日梦想家,https://movie.douban.com/subject/2133323/,4.5,8.6,504531
241,哈利·波特与凤凰社,https://movie.douban.com/subject/1457217/,4.5,8.5,587759
242,高山下的花环,https://movie.douban.com/subject/1422283/,5,9.5,94927
243,弱点,https://movie.douban.com/subject/3552028/,4.5,8.7,317322
244,蜘蛛侠：平行宇宙,https://movie.douban.com/subject/26374197/,4.5,8.6,681885
245,谍影重重,https://movie.douban.com/subject/1304102/,4.5,8.6,437012
246,阿飞正传,https://movie.douban.com/subject/1305690/,4.5,8.5,520386
247,朗读者,https://movie.douban.com/subject/2213597/,4.5,8.6,459561
248,再次出发之纽约遇见你,https://movie.douban.com/subject/6874403/,4.5,8.6,434703
249,燃情岁月,https://movie.douban.com/subject/1295865/,4.5,8.7,292197
250,大红灯笼高高挂,https://movie.douban.com/subject/1293323/,4.5,8.8,285060
